;time;status;count
0;00h 00;reversed;7
1;00h 00;approved;33
2;00h 00;processing;12
3;00h 00;denied;3
4;00h 00;backend_reversed;2
5;00h 01;approved;41
6;00h 01;backend_reversed;2
7;00h 01;reversed;4
8;00h 01;processing;3
9;00h 01;denied;15
10;00h 02;reversed;14
11;00h 02;backend_reversed;4
12;00h 02;processing;8
13;00h 02;approved;35
14;00h 02;denied;7
15;00h 03;denied;6
16;00h 03;backend_reversed;5
17;00h 03;approved;29
18;00h 03;processing;7
19;00h 03;reversed;16
20;00h 04;processing;2
21;00h 04;reversed;14
22;00h 04;backend_reversed;6
23;00h 04;approved;27
24;00h 04;denied;7
25;00h 05;approved;37
26;00h 05;reversed;8
27;00h 05;denied;6
28;00h 06;approved;28
29;00h 06;reversed;9
30;00h 06;denied;6
31;00h 07;processing;1
32;00h 07;backend_reversed;4
33;00h 07;denied;5
34;00h 07;approved;30
35;00h 07;reversed;3
36;00h 08;processing;9
37;00h 08;reversed;8
38;00h 08;backend_reversed;8
39;00h 08;approved;25
40;00h 09;approved;23
41;00h 09;reversed;17
42;00h 09;denied;5
43;00h 09;backend_reversed;9
44;00h 09;processing;7
45;00h 10;denied;1
46;00h 10;processing;7
47;00h 10;reversed;11
48;00h 10;backend_reversed;14
49;00h 11;backend_reversed;7
50;00h 11;approved;21
51;00h 11;processing;4
52;00h 11;denied;3
53;00h 11;reversed;10
54;00h 12;approved;27
55;00h 12;processing;6
56;00h 12;denied;11
57;00h 12;refunded;1
58;00h 12;backend_reversed;9
59;00h 12;reversed;11
60;00h 13;approved;48
61;00h 13;denied;8
62;00h 14;approved;47
63;00h 14;denied;5
64;00h 15;approved;24
65;00h 15;reversed;10
66;00h 15;denied;5
67;00h 16;refunded;3
68;00h 16;denied;6
69;00h 16;reversed;11
70;00h 16;approved;17
71;00h 17;reversed;14
72;00h 17;denied;2
73;00h 17;approved;42
74;00h 17;refunded;1
75;00h 18;approved;41
76;00h 18;denied;3
77;00h 19;approved;20
78;00h 20;denied;6
79;00h 20;approved;41
80;00h 21;approved;26
81;00h 21;reversed;6
82;00h 21;denied;6
83;00h 22;approved;41
84;00h 22;denied;7
85;00h 23;denied;5
86;00h 23;approved;41
87;00h 24;refunded;2
88;00h 24;approved;43
89;00h 24;denied;11
90;00h 25;approved;26
91;00h 25;denied;4
92;00h 25;reversed;7
93;00h 26;approved;14
94;00h 27;approved;41
95;00h 28;approved;23
96;00h 28;denied;4
97;00h 29;approved;16
98;00h 29;denied;3
99;00h 30;denied;7
100;00h 30;approved;33
101;00h 31;approved;22
102;00h 31;denied;4
103;00h 32;approved;37
104;00h 33;denied;2
105;00h 33;approved;30
106;00h 34;denied;2
107;00h 34;approved;28
108;00h 35;approved;27
109;00h 36;denied;2
110;00h 36;approved;14
111;00h 36;reversed;1
112;00h 37;denied;5
113;00h 37;approved;26
114;00h 38;approved;31
115;00h 38;denied;4
116;01h 38;approved;30
117;01h 39;approved;12
118;01h 40;approved;21
119;01h 40;denied;2
120;01h 41;reversed;6
121;01h 41;approved;22
122;01h 42;reversed;8
123;01h 42;approved;20
124;01h 43;reversed;5
125;01h 43;approved;17
126;01h 43;refunded;3
127;01h 44;reversed;4
128;01h 44;approved;9
129;01h 45;approved;33
130;01h 46;approved;24
131;01h 46;reversed;2
132;01h 47;approved;20
133;01h 48;approved;16
134;01h 49;approved;25
135;01h 50;approved;32
136;01h 52;approved;34
137;01h 53;approved;16
138;01h 54;denied;5
139;01h 55;approved;5
140;01h 56;approved;12
141;01h 56;denied;2
142;01h 57;approved;32
143;01h 58;approved;28
144;02h 00;approved;11
145;02h 01;approved;13
146;02h 02;approved;8
147;02h 03;approved;22
148;02h 04;approved;7
149;02h 05;approved;31
150;02h 05;denied;4
151;02h 06;approved;26
152;02h 07;denied;3
153;02h 07;approved;31
154;02h 08;approved;22
155;02h 09;approved;22
156;02h 10;approved;7
157;02h 11;approved;3
158;02h 11;reversed;2
159;02h 12;approved;23
160;02h 14;denied;4
161;02h 15;approved;10
162;02h 15;denied;5
163;02h 17;approved;23
164;02h 18;approved;10
165;02h 19;approved;19
166;02h 20;approved;17
167;02h 21;approved;23
168;02h 22;approved;23
169;02h 23;approved;11
170;02h 24;approved;15
171;02h 25;approved;9
172;02h 26;approved;8
173;02h 27;approved;3
174;02h 28;approved;23
175;02h 29;approved;16
176;02h 30;approved;19
177;02h 31;approved;17
178;02h 32;approved;30
179;02h 33;approved;5
180;02h 35;approved;1
181;02h 36;approved;3
182;02h 37;denied;5
183;02h 37;approved;21
184;02h 38;denied;5
185;02h 39;approved;2
186;02h 40;approved;14
187;02h 41;approved;21
188;02h 42;approved;26
189;02h 43;approved;27
190;02h 44;approved;14
191;02h 45;approved;22
192;02h 46;approved;28
193;02h 47;approved;9
194;02h 48;approved;18
195;02h 49;approved;18
196;02h 50;approved;30
197;02h 51;approved;6
198;02h 52;approved;20
199;02h 53;approved;27
200;02h 54;denied;5
201;02h 56;approved;15
202;02h 58;denied;3
203;02h 58;approved;5
204;03h 01;denied;3
205;03h 02;approved;24
206;03h 03;approved;8
207;03h 03;denied;5
208;03h 06;approved;22
209;03h 07;approved;14
210;03h 07;denied;5
211;03h 08;approved;4
212;03h 09;denied;3
213;03h 10;denied;3
214;03h 14;approved;18
215;03h 15;approved;14
216;03h 17;denied;5
217;03h 17;approved;26
218;03h 18;denied;4
219;03h 20;approved;29
220;03h 24;denied;4
221;03h 26;denied;1
222;03h 28;approved;26
223;03h 29;approved;28
224;03h 30;approved;12
225;03h 33;denied;5
226;03h 33;approved;30
227;03h 34;denied;3
228;03h 34;approved;9
229;03h 34;reversed;3
230;03h 35;approved;27
231;03h 36;approved;20
232;03h 37;backend_reversed;1
233;03h 37;approved;1
234;03h 38;backend_reversed;1
235;03h 38;approved;9
236;03h 39;approved;15
237;03h 39;denied;1
238;03h 40;approved;31
239;03h 40;denied;3
240;03h 41;denied;2
241;03h 42;approved;23
242;03h 42;denied;4
243;03h 43;denied;4
244;03h 43;approved;28
245;03h 44;reversed;4
246;03h 44;approved;4
247;03h 45;approved;20
248;03h 46;denied;5
249;03h 47;backend_reversed;8
250;03h 47;approved;17
251;03h 48;approved;6
252;03h 49;approved;9
253;03h 50;denied;5
254;03h 50;reversed;2
255;03h 50;approved;11
256;03h 51;approved;13
257;03h 52;denied;2
258;03h 52;approved;23
259;03h 53;denied;1
260;03h 53;approved;7
261;03h 54;approved;23
262;03h 55;approved;30
263;03h 57;approved;1
264;03h 58;approved;16
265;04h 03;approved;18
266;04h 03;denied;2
267;04h 06;approved;8
268;04h 11;approved;6
269;04h 12;approved;8
270;04h 13;denied;2
271;04h 13;approved;31
272;04h 14;approved;10
273;04h 15;approved;12
274;04h 18;approved;29
275;04h 19;approved;12
276;04h 20;approved;19
277;04h 22;approved;1
278;04h 23;approved;3
279;04h 28;approved;28
280;04h 28;denied;5
281;04h 29;approved;16
282;04h 31;approved;30
283;04h 33;approved;9
284;04h 41;approved;32
285;04h 42;approved;30
286;04h 43;approved;22
287;04h 44;approved;17
288;04h 46;approved;14
289;04h 47;approved;22
290;04h 48;approved;13
291;04h 49;approved;4
292;04h 52;approved;29
293;04h 55;approved;28
294;04h 56;approved;30
295;04h 58;approved;9
296;05h 00;approved;3
297;05h 01;approved;31
298;05h 02;approved;17
299;05h 04;approved;23
300;05h 05;approved;10
301;05h 06;denied;2
302;05h 06;approved;19
303;05h 07;denied;2
304;05h 07;approved;18
305;05h 08;approved;12
306;05h 09;approved;4
307;05h 10;denied;4
308;05h 12;approved;28
309;05h 12;denied;5
310;05h 13;approved;32
311;05h 13;denied;5
312;05h 14;approved;17
313;05h 15;denied;3
314;05h 15;approved;20
315;05h 16;approved;27
316;05h 17;approved;10
317;05h 18;approved;18
318;05h 19;approved;31
319;05h 21;approved;27
320;05h 22;approved;7
321;05h 23;approved;25
322;05h 25;approved;12
323;05h 25;denied;1
324;05h 26;approved;17
325;05h 27;denied;4
326;05h 27;approved;10
327;05h 28;denied;3
328;05h 28;approved;4
329;05h 30;approved;14
330;05h 31;approved;8
331;05h 32;approved;31
332;05h 32;denied;3
333;05h 33;approved;24
334;05h 34;denied;6
335;05h 34;approved;29
336;05h 35;denied;4
337;05h 35;approved;11
338;05h 36;approved;12
339;05h 36;refunded;3
340;05h 36;denied;4
341;05h 37;denied;4
342;05h 37;approved;13
343;05h 38;denied;5
344;05h 38;approved;22
345;05h 39;approved;16
346;05h 40;approved;26
347;05h 40;denied;2
348;05h 41;approved;27
349;05h 42;denied;1
350;05h 42;approved;30
351;05h 43;approved;26
352;05h 44;approved;7
353;05h 44;reversed;7
354;05h 44;denied;4
355;05h 45;approved;14
356;05h 45;denied;6
357;05h 46;approved;11
358;05h 46;denied;5
359;05h 47;denied;4
360;05h 47;approved;27
361;05h 48;denied;5
362;05h 48;approved;12
363;05h 49;backend_reversed;4
364;05h 49;approved;28
365;05h 49;denied;4
366;05h 49;reversed;9
367;05h 50;approved;34
368;05h 51;approved;32
369;05h 51;reversed;7
370;05h 52;approved;19
371;05h 52;denied;3
372;05h 53;denied;5
373;05h 53;approved;9
374;05h 53;reversed;1
375;05h 54;approved;23
376;05h 55;approved;13
377;05h 55;backend_reversed;8
378;05h 55;denied;4
379;05h 55;reversed;6
380;05h 56;approved;7
381;05h 57;denied;1
382;05h 57;approved;13
383;05h 57;reversed;6
384;05h 58;denied;6
385;05h 58;approved;35
386;05h 59;approved;20
387;05h 59;denied;5
388;06h 00;approved;28
389;06h 01;denied;5
390;06h 01;backend_reversed;7
391;06h 01;approved;12
392;06h 02;approved;39
393;06h 02;denied;4
394;06h 03;denied;3
395;06h 03;refunded;3
396;06h 03;approved;36
397;06h 03;reversed;7
398;06h 04;denied;4
399;06h 04;approved;32
400;06h 05;approved;23
401;06h 05;denied;4
402;06h 06;approved;34
403;06h 06;denied;10
404;06h 07;approved;46
405;06h 07;denied;6
406;06h 08;approved;34
407;06h 08;denied;4
408;06h 09;approved;39
409;06h 10;approved;27
410;06h 10;denied;7
411;06h 11;approved;15
412;06h 12;approved;33
413;06h 12;denied;1
414;06h 13;approved;44
415;06h 14;approved;36
416;06h 14;denied;3
417;06h 15;approved;30
418;06h 15;denied;5
419;06h 16;denied;6
420;06h 16;approved;26
421;06h 17;approved;31
422;06h 18;approved;44
423;06h 19;approved;40
424;06h 20;denied;4
425;06h 20;approved;32
426;06h 20;reversed;5
427;06h 21;approved;27
428;06h 21;denied;6
429;06h 22;approved;48
430;06h 22;denied;2
431;06h 23;approved;19
432;06h 23;denied;7
433;06h 24;approved;52
434;06h 24;denied;5
435;06h 25;denied;4
436;06h 25;approved;31
437;06h 26;denied;5
438;06h 26;approved;36
439;06h 27;approved;38
440;06h 27;refunded;3
441;06h 27;reversed;7
442;06h 27;denied;4
443;06h 28;approved;43
444;06h 28;denied;4
445;06h 29;approved;56
446;06h 29;denied;4
447;06h 30;denied;3
448;06h 30;approved;48
449;06h 31;approved;39
450;06h 31;denied;6
451;06h 32;approved;70
452;06h 32;denied;6
453;06h 33;denied;6
454;06h 33;approved;44
455;06h 34;approved;58
456;06h 34;denied;9
457;06h 35;denied;8
458;06h 35;approved;66
459;06h 36;denied;6
460;06h 36;approved;56
461;06h 36;reversed;4
462;06h 37;denied;7
463;06h 37;approved;54
464;06h 38;denied;8
465;06h 38;approved;55
466;06h 39;approved;45
467;06h 39;denied;5
468;06h 40;denied;3
469;06h 40;approved;35
470;06h 41;approved;42
471;06h 41;denied;7
472;06h 42;backend_reversed;7
473;06h 42;approved;74
474;06h 42;reversed;3
475;06h 42;denied;4
476;06h 43;approved;38
477;06h 43;denied;12
478;06h 44;denied;5
479;06h 44;approved;64
480;06h 45;approved;35
481;06h 45;denied;4
482;06h 46;approved;39
483;06h 46;reversed;5
484;06h 46;denied;6
485;06h 47;approved;46
486;06h 47;denied;8
487;06h 47;backend_reversed;1
488;06h 48;approved;73
489;06h 48;denied;6
490;06h 48;reversed;1
491;06h 49;denied;6
492;06h 49;approved;61
493;06h 50;approved;65
494;06h 50;denied;5
495;06h 51;approved;60
496;06h 51;denied;5
497;06h 51;reversed;3
498;06h 52;approved;80
499;06h 52;denied;6
500;06h 53;denied;12
501;06h 53;approved;68
502;06h 53;refunded;3
503;06h 54;approved;73
504;06h 54;denied;10
505;06h 55;approved;73
506;06h 55;denied;10
507;06h 56;approved;52
508;06h 56;denied;2
509;06h 57;approved;59
510;06h 57;denied;9
511;06h 58;approved;83
512;06h 58;denied;9
513;06h 59;denied;4
514;06h 59;approved;43
515;07h 00;denied;7
516;07h 00;approved;66
517;07h 01;approved;84
518;07h 01;reversed;9
519;07h 01;denied;7
520;07h 02;approved;83
521;07h 02;denied;15
522;07h 03;approved;83
523;07h 03;denied;3
524;07h 03;refunded;2
525;07h 04;denied;9
526;07h 04;approved;77
527;07h 05;approved;97
528;07h 05;denied;7
529;07h 06;denied;7
530;07h 06;approved;73
531;07h 07;approved;83
532;07h 07;denied;11
533;07h 07;reversed;6
534;07h 08;approved;94
535;07h 08;reversed;4
536;07h 08;denied;9
537;07h 09;refunded;2
538;07h 09;approved;69
539;07h 09;denied;11
540;07h 10;denied;15
541;07h 10;approved;96
542;07h 11;approved;72
543;07h 11;denied;17
544;07h 12;approved;84
545;07h 12;denied;10
546;07h 12;reversed;4
547;07h 13;approved;98
548;07h 13;denied;13
549;07h 14;approved;79
550;07h 14;denied;13
551;07h 15;approved;91
552;07h 15;refunded;1
553;07h 15;denied;8
554;07h 16;approved;105
555;07h 16;reversed;10
556;07h 16;denied;6
557;07h 17;approved;89
558;07h 17;denied;9
559;07h 18;approved;82
560;07h 18;denied;6
561;07h 19;denied;10
562;07h 19;approved;100
563;07h 20;approved;93
564;07h 20;denied;16
565;07h 21;denied;13
566;07h 21;approved;89
567;07h 21;refunded;3
568;07h 22;denied;6
569;07h 22;approved;93
570;07h 23;approved;98
571;07h 23;denied;8
572;07h 24;denied;7
573;07h 24;approved;87
574;07h 25;approved;86
575;07h 25;denied;5
576;07h 26;approved;85
577;07h 26;denied;14
578;07h 27;approved;102
579;07h 27;denied;8
580;07h 28;denied;9
581;07h 28;approved;84
582;07h 29;approved;106
583;07h 29;denied;10
584;07h 30;reversed;8
585;07h 30;approved;89
586;07h 30;denied;18
587;07h 31;refunded;2
588;07h 31;approved;122
589;07h 31;denied;7
590;07h 32;denied;10
591;07h 32;approved;111
592;07h 33;denied;6
593;07h 33;approved;86
594;07h 33;refunded;2
595;07h 34;denied;10
596;07h 34;approved;107
597;07h 34;reversed;3
598;07h 35;approved;73
599;07h 35;denied;6
600;07h 36;denied;13
601;07h 36;approved;116
602;07h 37;approved;95
603;07h 37;denied;14
604;07h 38;denied;9
605;07h 38;refunded;1
606;07h 38;approved;101
607;07h 39;denied;8
608;07h 39;approved;104
609;07h 40;refunded;3
610;07h 40;approved;101
611;07h 40;denied;22
612;07h 40;reversed;6
613;07h 41;reversed;9
614;07h 41;denied;9
615;07h 41;approved;115
616;07h 42;denied;11
617;07h 42;refunded;3
618;07h 42;reversed;1
619;07h 42;approved;118
620;07h 43;backend_reversed;8
621;07h 43;approved;129
622;07h 43;denied;13
623;07h 44;refunded;1
624;07h 44;denied;9
625;07h 44;approved;123
626;07h 45;approved;119
627;07h 45;refunded;1
628;07h 45;denied;19
629;07h 46;refunded;1
630;07h 46;reversed;6
631;07h 46;approved;120
632;07h 46;denied;13
633;07h 47;approved;114
634;07h 47;denied;10
635;07h 48;approved;108
636;07h 48;refunded;3
637;07h 48;reversed;6
638;07h 48;denied;17
639;07h 49;denied;23
640;07h 49;approved;118
641;07h 50;approved;141
642;07h 50;denied;20
643;07h 51;denied;14
644;07h 51;refunded;2
645;07h 51;approved;105
646;07h 51;reversed;3
647;07h 52;reversed;8
648;07h 52;denied;15
649;07h 52;approved;127
650;07h 53;denied;17
651;07h 53;approved;131
652;07h 53;refunded;1
653;07h 54;denied;19
654;07h 54;reversed;1
655;07h 54;approved;114
656;07h 55;denied;11
657;07h 55;approved;119
658;07h 56;approved;144
659;07h 56;denied;13
660;07h 56;reversed;8
661;07h 57;approved;122
662;07h 57;denied;16
663;07h 57;reversed;4
664;07h 58;denied;20
665;07h 58;approved;131
666;07h 59;denied;20
667;07h 59;approved;137
668;07h 59;refunded;5
669;08h 00;denied;18
670;08h 00;approved;141
671;08h 01;approved;152
672;08h 01;denied;16
673;08h 01;backend_reversed;3
674;08h 02;backend_reversed;4
675;08h 02;denied;19
676;08h 02;approved;133
677;08h 03;approved;154
678;08h 03;reversed;3
679;08h 03;denied;24
680;08h 03;failed;1
681;08h 04;approved;146
682;08h 04;denied;13
683;08h 04;reversed;2
684;08h 04;refunded;3
685;08h 05;denied;15
686;08h 05;refunded;3
687;08h 05;reversed;3
688;08h 05;approved;170
689;08h 06;approved;169
690;08h 06;denied;20
691;08h 06;reversed;8
692;08h 07;reversed;9
693;08h 07;approved;146
694;08h 07;denied;14
695;08h 08;approved;178
696;08h 08;refunded;3
697;08h 08;denied;16
698;08h 09;approved;163
699;08h 09;denied;18
700;08h 10;approved;137
701;08h 10;denied;23
702;08h 10;refunded;4
703;08h 10;reversed;6
704;08h 11;denied;25
705;08h 11;approved;169
706;08h 12;denied;21
707;08h 12;approved;153
708;08h 12;reversed;5
709;08h 13;denied;18
710;08h 13;approved;181
711;08h 14;approved;195
712;08h 14;denied;19
713;08h 14;refunded;2
714;08h 15;approved;164
715;08h 15;refunded;2
716;08h 15;denied;14
717;08h 15;reversed;4
718;08h 16;denied;20
719;08h 16;approved;201
720;08h 17;approved;216
721;08h 17;reversed;2
722;08h 17;denied;19
723;08h 17;refunded;3
724;08h 17;backend_reversed;2
725;08h 18;denied;24
726;08h 18;reversed;4
727;08h 18;approved;200
728;08h 19;denied;13
729;08h 19;approved;188
730;08h 20;approved;204
731;08h 20;denied;17
732;08h 21;approved;182
733;08h 21;reversed;11
734;08h 21;denied;26
735;08h 21;refunded;1
736;08h 22;approved;189
737;08h 22;reversed;11
738;08h 22;denied;17
739;08h 23;approved;214
740;08h 23;refunded;1
741;08h 23;denied;20
742;08h 24;denied;16
743;08h 24;approved;208
744;08h 24;reversed;3
745;08h 25;reversed;2
746;08h 25;denied;24
747;08h 25;refunded;2
748;08h 25;approved;207
749;08h 26;approved;186
750;08h 26;refunded;2
751;08h 26;denied;24
752;08h 27;refunded;1
753;08h 27;approved;194
754;08h 27;denied;20
755;08h 28;denied;25
756;08h 28;approved;248
757;08h 29;refunded;4
758;08h 29;approved;236
759;08h 29;denied;32
760;08h 30;approved;220
761;08h 30;denied;16
762;08h 30;reversed;6
763;08h 31;approved;219
764;08h 31;denied;24
765;08h 32;approved;208
766;08h 32;denied;27
767;08h 32;reversed;2
768;08h 33;approved;239
769;08h 33;refunded;2
770;08h 33;denied;23
771;08h 34;approved;220
772;08h 34;backend_reversed;4
773;08h 34;denied;26
774;08h 34;refunded;2
775;08h 35;approved;206
776;08h 35;backend_reversed;2
777;08h 35;denied;15
778;08h 36;approved;206
779;08h 36;reversed;11
780;08h 36;refunded;4
781;08h 36;denied;23
782;08h 37;approved;200
783;08h 37;denied;26
784;08h 37;reversed;10
785;08h 38;denied;29
786;08h 38;refunded;1
787;08h 38;approved;234
788;08h 39;approved;245
789;08h 39;denied;27
790;08h 39;reversed;1
791;08h 40;approved;236
792;08h 40;denied;26
793;08h 40;reversed;2
794;08h 40;refunded;4
795;08h 41;denied;18
796;08h 41;approved;241
797;08h 41;refunded;4
798;08h 42;backend_reversed;2
799;08h 42;approved;227
800;08h 42;refunded;3
801;08h 42;denied;28
802;08h 43;approved;227
803;08h 43;denied;33
804;08h 44;denied;24
805;08h 44;approved;247
806;08h 44;reversed;11
807;08h 45;reversed;11
808;08h 45;approved;244
809;08h 45;denied;30
810;08h 46;denied;39
811;08h 46;approved;240
812;08h 46;refunded;4
813;08h 47;denied;35
814;08h 47;refunded;2
815;08h 47;approved;241
816;08h 48;approved;253
817;08h 48;denied;35
818;08h 49;reversed;4
819;08h 49;refunded;3
820;08h 49;approved;259
821;08h 49;denied;32
822;08h 50;approved;238
823;08h 50;reversed;8
824;08h 50;denied;24
825;08h 50;refunded;1
826;08h 51;refunded;3
827;08h 51;approved;287
828;08h 51;denied;29
829;08h 51;backend_reversed;7
830;08h 51;reversed;11
831;08h 52;approved;242
832;08h 52;denied;30
833;08h 52;refunded;1
834;08h 53;reversed;13
835;08h 53;denied;18
836;08h 53;approved;245
837;08h 53;refunded;3
838;08h 54;reversed;8
839;08h 54;denied;29
840;08h 54;backend_reversed;2
841;08h 54;approved;244
842;08h 55;denied;33
843;08h 55;refunded;2
844;08h 55;approved;246
845;08h 56;approved;275
846;08h 56;denied;35
847;08h 57;approved;275
848;08h 57;reversed;11
849;08h 57;denied;26
850;08h 58;approved;246
851;08h 58;denied;26
852;08h 58;refunded;2
853;08h 59;denied;36
854;08h 59;approved;276
855;08h 59;reversed;9
856;08h 59;refunded;2
857;09h 00;denied;31
858;09h 00;refunded;2
859;09h 00;approved;252
860;09h 01;refunded;2
861;09h 01;denied;27
862;09h 01;approved;269
863;09h 02;denied;28
864;09h 02;approved;261
865;09h 02;reversed;3
866;09h 03;denied;26
867;09h 03;approved;292
868;09h 03;refunded;5
869;09h 03;reversed;9
870;09h 04;reversed;11
871;09h 04;approved;285
872;09h 04;denied;36
873;09h 04;refunded;2
874;09h 05;approved;287
875;09h 05;denied;32
876;09h 05;refunded;3
877;09h 05;processing;2
878;09h 06;refunded;3
879;09h 06;denied;30
880;09h 06;backend_reversed;6
881;09h 06;reversed;9
882;09h 06;approved;317
883;09h 07;backend_reversed;2
884;09h 07;denied;31
885;09h 07;refunded;3
886;09h 07;approved;300
887;09h 07;reversed;1
888;09h 08;approved;302
889;09h 08;denied;24
890;09h 08;backend_reversed;7
891;09h 08;reversed;7
892;09h 09;approved;261
893;09h 09;reversed;12
894;09h 09;refunded;1
895;09h 09;denied;33
896;09h 10;approved;316
897;09h 10;refunded;4
898;09h 10;denied;25
899;09h 10;reversed;3
900;09h 11;approved;306
901;09h 11;refunded;2
902;09h 11;denied;43
903;09h 12;refunded;2
904;09h 12;approved;335
905;09h 12;denied;31
906;09h 12;reversed;6
907;09h 13;approved;304
908;09h 13;reversed;8
909;09h 13;denied;35
910;09h 14;denied;26
911;09h 14;refunded;2
912;09h 14;approved;303
913;09h 15;denied;36
914;09h 15;refunded;2
915;09h 15;approved;298
916;09h 16;denied;29
917;09h 16;reversed;12
918;09h 16;approved;326
919;09h 17;denied;39
920;09h 17;approved;282
921;09h 17;reversed;1
922;09h 18;denied;41
923;09h 18;approved;331
924;09h 19;refunded;2
925;09h 19;approved;338
926;09h 19;denied;40
927;09h 19;reversed;9
928;09h 20;reversed;8
929;09h 20;approved;313
930;09h 20;refunded;1
931;09h 20;denied;34
932;09h 21;approved;293
933;09h 21;denied;36
934;09h 21;reversed;11
935;09h 21;refunded;4
936;09h 22;refunded;2
937;09h 22;reversed;11
938;09h 22;approved;323
939;09h 22;denied;32
940;09h 23;reversed;4
941;09h 23;denied;23
942;09h 23;approved;291
943;09h 24;denied;30
944;09h 24;approved;298
945;09h 25;approved;306
946;09h 25;denied;37
947;09h 25;reversed;8
948;09h 26;reversed;5
949;09h 26;refunded;3
950;09h 26;denied;32
951;09h 26;approved;333
952;09h 27;approved;345
953;09h 27;refunded;4
954;09h 27;denied;28
955;09h 28;approved;334
956;09h 28;reversed;4
957;09h 28;denied;46
958;09h 28;refunded;4
959;09h 29;denied;36
960;09h 29;approved;329
961;09h 29;reversed;5
962;09h 30;refunded;2
963;09h 30;reversed;14
964;09h 30;approved;332
965;09h 30;denied;47
966;09h 30;backend_reversed;1
967;09h 31;approved;323
968;09h 31;reversed;4
969;09h 31;refunded;5
970;09h 31;denied;39
971;09h 32;approved;245
972;09h 32;denied;20
973;09h 32;reversed;11
974;09h 33;denied;26
975;09h 33;approved;124
976;09h 33;reversed;10
977;09h 34;approved;288
978;09h 34;reversed;20
979;09h 34;refunded;1
980;09h 34;denied;40
981;09h 35;refunded;2
982;09h 35;approved;487
983;09h 35;denied;35
984;09h 35;reversed;15
985;09h 36;approved;384
986;09h 36;denied;38
987;09h 36;backend_reversed;4
988;09h 36;reversed;8
989;09h 36;refunded;2
990;09h 37;denied;30
991;09h 37;approved;350
992;09h 37;refunded;4
993;09h 37;reversed;3
994;09h 38;denied;34
995;09h 38;refunded;8
996;09h 38;approved;338
997;09h 38;reversed;9
998;09h 39;approved;351
999;09h 39;reversed;8
1000;09h 39;denied;41
1001;09h 39;refunded;3
1002;09h 40;approved;337
1003;09h 40;reversed;6
1004;09h 40;denied;30
1005;09h 40;refunded;1
1006;09h 41;reversed;2
1007;09h 41;refunded;3
1008;09h 41;approved;321
1009;09h 41;denied;33
1010;09h 42;approved;378
1011;09h 42;denied;42
1012;09h 42;reversed;7
1013;09h 43;approved;306
1014;09h 43;reversed;12
1015;09h 43;refunded;1
1016;09h 43;denied;28
1017;09h 44;approved;388
1018;09h 44;denied;28
1019;09h 44;refunded;3
1020;09h 44;reversed;12
1021;09h 45;refunded;5
1022;09h 45;reversed;5
1023;09h 45;approved;352
