;time;status;count
2963;18h 14;refunded;1
2964;18h 14;failed;8
2965;18h 14;reversed;4
2966;18h 14;denied;36
2967;18h 15;denied;45
2968;18h 15;reversed;11
2969;18h 15;failed;7
2970;18h 15;approved;406
2971;18h 16;failed;8
2972;18h 16;refunded;3
2973;18h 16;approved;382
2974;18h 16;denied;34
2975;18h 16;reversed;10
2976;18h 17;denied;33
2977;18h 17;approved;377
2978;18h 17;reversed;6
2979;18h 17;failed;4
2980;18h 17;refunded;3
2981;18h 18;failed;7
2982;18h 18;approved;444
2983;18h 18;denied;52
2984;18h 18;reversed;9
2985;18h 19;approved;399
2986;18h 19;denied;35
2987;18h 19;reversed;6
2988;18h 19;failed;5
2989;18h 20;approved;401
2990;18h 20;backend_reversed;4
2991;18h 20;denied;40
2992;18h 20;failed;8
2993;18h 20;reversed;5
2994;18h 21;refunded;1
2995;18h 21;approved;373
2996;18h 21;denied;43
2997;18h 21;reversed;1
2998;18h 21;failed;4
2999;18h 22;denied;48
3000;18h 22;approved;331
3001;18h 22;reversed;8
3002;18h 22;failed;4
3003;18h 23;approved;371
3004;18h 23;failed;7
3005;18h 23;denied;39
3006;18h 24;failed;8
3007;18h 24;approved;401
3008;18h 24;reversed;5
3009;18h 24;denied;41
3010;18h 24;refunded;3
3011;18h 25;denied;48
3012;18h 25;approved;392
3013;18h 25;reversed;3
3014;18h 25;failed;7
3015;18h 26;reversed;11
3016;18h 26;failed;5
3017;18h 26;denied;31
3018;18h 26;approved;378
3019;18h 27;reversed;6
3020;18h 27;denied;35
3021;18h 27;failed;7
3022;18h 27;approved;363
3023;18h 28;approved;349
3024;18h 28;denied;31
3025;18h 28;failed;7
3026;18h 28;reversed;4
3027;18h 28;refunded;2
3028;18h 29;approved;355
3029;18h 29;failed;8
3030;18h 29;reversed;4
3031;18h 29;backend_reversed;6
3032;18h 29;refunded;2
3033;18h 29;denied;39
3034;18h 30;denied;36
3035;18h 30;failed;11
3036;18h 30;approved;380
3037;18h 30;backend_reversed;8
3038;18h 31;backend_reversed;3
3039;18h 31;approved;354
3040;18h 31;denied;43
3041;18h 31;reversed;2
3042;18h 31;failed;5
3043;18h 32;approved;339
3044;18h 32;denied;41
3045;18h 32;failed;4
3046;18h 32;reversed;11
3047;18h 33;approved;366
3048;18h 33;reversed;2
3049;18h 33;denied;33
3050;18h 33;failed;6
3051;18h 33;backend_reversed;6
3052;18h 33;refunded;3
3053;18h 34;reversed;7
3054;18h 34;failed;6
3055;18h 34;approved;304
3056;18h 34;denied;41
3057;18h 35;approved;318
3058;18h 35;failed;7
3059;18h 35;denied;34
3060;18h 35;reversed;6
3061;18h 36;reversed;6
3062;18h 36;refunded;1
3063;18h 36;failed;5
3064;18h 36;approved;317
3065;18h 36;denied;32
3066;18h 37;reversed;7
3067;18h 37;failed;3
3068;18h 37;approved;342
3069;18h 37;denied;45
3070;18h 38;denied;35
3071;18h 38;refunded;1
3072;18h 38;approved;353
3073;18h 38;failed;5
3074;18h 38;reversed;4
3075;18h 38;backend_reversed;2
3076;18h 39;reversed;9
3077;18h 39;refunded;3
3078;18h 39;denied;41
3079;18h 39;failed;5
3080;18h 39;approved;326
3081;18h 40;approved;338
3082;18h 40;denied;35
3083;18h 40;failed;8
3084;18h 41;reversed;12
3085;18h 41;refunded;2
3086;18h 41;approved;372
3087;18h 41;denied;29
3088;18h 41;failed;8
3089;18h 42;approved;281
3090;18h 42;denied;27
3091;18h 42;failed;4
3092;18h 42;reversed;6
3093;18h 43;denied;35
3094;18h 43;reversed;1
3095;18h 43;approved;335
3096;18h 43;failed;4
3097;18h 43;refunded;2
3098;18h 44;approved;304
3099;18h 44;failed;3
3100;18h 44;denied;37
3101;18h 44;reversed;7
3102;18h 44;refunded;3
3103;18h 45;denied;33
3104;18h 45;failed;4
3105;18h 45;approved;325
3106;18h 46;denied;32
3107;18h 46;reversed;12
3108;18h 46;failed;1
3109;18h 46;approved;309
3110;18h 47;denied;38
3111;18h 47;failed;2
3112;18h 47;approved;301
3113;18h 47;backend_reversed;5
3114;18h 48;failed;4
3115;18h 48;approved;321
3116;18h 48;denied;48
3117;18h 48;refunded;1
3118;18h 48;reversed;8
3119;18h 48;backend_reversed;1
3120;18h 49;failed;6
3121;18h 49;backend_reversed;7
3122;18h 49;denied;32
3123;18h 49;approved;318
3124;18h 49;reversed;5
3125;18h 50;denied;24
3126;18h 50;failed;4
3127;18h 50;approved;272
3128;18h 50;reversed;2
3129;18h 51;denied;30
3130;18h 51;approved;268
3131;18h 51;reversed;7
3132;18h 52;approved;330
3133;18h 52;denied;46
3134;18h 52;reversed;5
3135;18h 53;approved;359
3136;18h 53;reversed;9
3137;18h 53;denied;35
3138;18h 54;approved;306
3139;18h 54;denied;30
3140;18h 54;reversed;3
3141;18h 55;denied;33
3142;18h 55;approved;297
3143;18h 56;denied;29
3144;18h 56;approved;270
3145;18h 57;approved;272
3146;18h 57;denied;24
3147;18h 58;approved;303
3148;18h 58;denied;28
3149;18h 59;approved;241
3150;18h 59;denied;12
3151;19h 00;approved;269
3152;19h 00;denied;28
3153;19h 00;reversed;11
3154;19h 01;refunded;2
3155;19h 01;denied;17
3156;19h 01;approved;256
3157;19h 02;approved;271
3158;19h 02;denied;29
3159;19h 02;reversed;11
3160;19h 03;reversed;7
3161;19h 03;denied;26
3162;19h 03;approved;269
3163;19h 04;approved;260
3164;19h 04;denied;29
3165;19h 04;reversed;5
3166;19h 05;denied;30
3167;19h 05;approved;247
3168;19h 06;approved;281
3169;19h 06;reversed;8
3170;19h 06;denied;33
3171;19h 07;approved;248
3172;19h 07;reversed;8
3173;19h 07;denied;31
3174;19h 08;denied;31
3175;19h 08;approved;246
3176;19h 09;approved;265
3177;19h 09;reversed;8
3178;19h 09;denied;24
3179;19h 10;denied;19
3180;19h 10;approved;269
3181;19h 10;reversed;13
3182;19h 11;approved;264
3183;19h 11;denied;27
3184;19h 11;reversed;5
3185;19h 12;reversed;7
3186;19h 12;denied;22
3187;19h 12;approved;243
3188;19h 13;approved;242
3189;19h 13;denied;18
3190;19h 14;approved;233
3191;19h 14;denied;38
3192;19h 14;reversed;9
3193;19h 15;reversed;5
3194;19h 15;denied;27
3195;19h 15;approved;239
3196;19h 16;denied;27
3197;19h 16;reversed;10
3198;19h 16;approved;249
3199;19h 17;denied;26
3200;19h 17;approved;256
3201;19h 17;reversed;5
3202;19h 18;approved;258
3203;19h 18;reversed;7
3204;19h 18;denied;22
3205;19h 19;denied;32
3206;19h 19;reversed;11
3207;19h 19;approved;250
3208;19h 20;reversed;7
3209;19h 20;denied;25
3210;19h 20;approved;241
3211;19h 21;approved;251
3212;19h 21;reversed;1
3213;19h 21;denied;21
3214;19h 22;approved;260
3215;19h 22;reversed;2
3216;19h 22;denied;18
3217;19h 23;approved;245
3218;19h 23;denied;22
3219;19h 23;reversed;10
3220;19h 24;denied;33
3221;19h 24;approved;216
3222;19h 24;failed;3
3223;19h 25;approved;228
3224;19h 25;refunded;2
3225;19h 25;reversed;7
3226;19h 25;denied;24
3227;19h 26;approved;231
3228;19h 26;denied;26
3229;19h 27;denied;21
3230;19h 27;reversed;2
3231;19h 27;refunded;3
3232;19h 27;approved;251
3233;19h 28;approved;221
3234;19h 28;refunded;3
3235;19h 28;denied;25
3236;19h 29;reversed;11
3237;19h 29;approved;200
3238;19h 29;denied;26
3239;19h 30;approved;205
3240;19h 30;denied;17
3241;19h 31;approved;197
3242;19h 31;reversed;8
3243;19h 31;denied;23
3244;19h 32;approved;241
3245;19h 32;denied;32
3246;19h 32;reversed;1
3247;19h 33;approved;243
3248;19h 33;denied;15
3249;19h 33;refunded;3
3250;19h 34;approved;206
3251;19h 34;denied;34
3252;19h 35;refunded;3
3253;19h 35;denied;27
3254;19h 35;reversed;11
3255;19h 35;approved;223
3256;19h 36;denied;19
3257;19h 36;approved;225
3258;19h 37;approved;224
3259;19h 37;denied;24
3260;19h 37;reversed;9
3261;19h 37;refunded;2
3262;19h 38;reversed;3
3263;19h 38;denied;30
3264;19h 38;approved;221
3265;19h 39;denied;21
3266;19h 39;refunded;3
3267;19h 39;approved;195
3268;19h 39;reversed;6
3269;19h 40;denied;25
3270;19h 40;refunded;3
3271;19h 40;approved;208
3272;19h 41;approved;199
3273;19h 41;denied;20
3274;19h 42;approved;182
3275;19h 42;denied;26
3276;19h 43;denied;17
3277;19h 43;approved;243
3278;19h 44;approved;208
3279;19h 44;denied;10
3280;19h 44;reversed;5
3281;19h 45;denied;23
3282;19h 45;approved;199
3283;19h 46;approved;195
3284;19h 46;denied;22
3285;19h 47;denied;18
3286;19h 47;approved;189
3287;19h 47;reversed;5
3288;19h 48;denied;19
3289;19h 48;refunded;3
3290;19h 48;approved;195
3291;19h 49;reversed;8
3292;19h 49;approved;209
3293;19h 49;denied;23
3294;19h 50;denied;24
3295;19h 50;refunded;3
3296;19h 50;approved;225
3297;19h 50;reversed;7
3298;19h 51;denied;23
3299;19h 51;approved;163
3300;19h 52;approved;211
3301;19h 52;denied;31
3302;19h 52;refunded;2
3303;19h 53;approved;184
3304;19h 53;denied;39
3305;19h 53;reversed;6
3306;19h 54;reversed;10
3307;19h 54;denied;29
3308;19h 54;approved;215
3309;19h 55;refunded;2
3310;19h 55;denied;21
3311;19h 55;approved;213
3312;19h 56;approved;189
3313;19h 56;denied;20
3314;19h 56;reversed;9
3315;19h 57;reversed;9
3316;19h 57;approved;217
3317;19h 57;denied;17
3318;19h 58;approved;206
3319;19h 58;denied;18
3320;19h 59;denied;23
3321;19h 59;reversed;12
3322;19h 59;approved;181
3323;20h 00;approved;208
3324;20h 00;denied;19
3325;20h 00;backend_reversed;1
3326;20h 01;backend_reversed;3
3327;20h 01;reversed;6
3328;20h 01;approved;185
3329;20h 01;denied;27
3330;20h 01;refunded;2
3331;20h 02;approved;211
3332;20h 02;denied;25
3333;20h 03;denied;19
3334;20h 03;reversed;1
3335;20h 03;approved;192
3336;20h 04;reversed;7
3337;20h 04;denied;25
3338;20h 04;approved;206
3339;20h 05;approved;204
3340;20h 05;reversed;12
3341;20h 05;denied;27
3342;20h 06;denied;27
3343;20h 06;approved;177
3344;20h 06;reversed;2
3345;20h 07;denied;28
3346;20h 07;reversed;3
3347;20h 07;approved;180
3348;20h 08;approved;165
3349;20h 08;denied;29
3350;20h 08;reversed;3
3351;20h 09;approved;177
3352;20h 09;reversed;9
3353;20h 09;denied;25
3354;20h 10;reversed;2
3355;20h 10;refunded;3
3356;20h 10;approved;156
3357;20h 10;denied;19
3358;20h 11;denied;18
3359;20h 11;reversed;4
3360;20h 11;approved;211
3361;20h 12;denied;20
3362;20h 12;approved;202
3363;20h 13;denied;27
3364;20h 13;approved;180
3365;20h 13;reversed;6
3366;20h 14;refunded;2
3367;20h 14;denied;21
3368;20h 14;approved;161
3369;20h 14;reversed;6
3370;20h 15;approved;199
3371;20h 15;denied;17
3372;20h 15;reversed;10
3373;20h 16;denied;20
3374;20h 16;reversed;7
3375;20h 16;approved;176
3376;20h 16;backend_reversed;4
3377;20h 17;approved;177
3378;20h 17;denied;27
3379;20h 17;reversed;7
3380;20h 18;denied;21
3381;20h 18;approved;177
3382;20h 18;refunded;1
3383;20h 18;reversed;11
3384;20h 19;approved;160
3385;20h 19;reversed;4
3386;20h 19;denied;33
3387;20h 20;denied;14
3388;20h 20;approved;164
3389;20h 21;denied;25
3390;20h 21;approved;171
3391;20h 21;reversed;3
3392;20h 22;approved;146
3393;20h 22;denied;21
3394;20h 22;reversed;4
3395;20h 23;refunded;2
3396;20h 23;denied;31
3397;20h 23;approved;189
3398;20h 23;reversed;6
3399;20h 24;approved;176
3400;20h 24;denied;19
3401;20h 24;reversed;9
3402;20h 25;approved;175
3403;20h 25;denied;12
3404;20h 26;approved;160
3405;20h 26;reversed;9
3406;20h 26;denied;17
3407;20h 27;refunded;1
3408;20h 27;approved;198
3409;20h 27;denied;21
3410;20h 28;approved;182
3411;20h 28;reversed;7
3412;20h 28;denied;24
3413;20h 29;denied;16
3414;20h 29;approved;188
3415;20h 29;reversed;6
3416;20h 30;approved;159
3417;20h 30;denied;28
3418;20h 30;reversed;10
3419;20h 31;approved;157
3420;20h 31;reversed;6
3421;20h 31;denied;21
3422;20h 32;reversed;5
3423;20h 32;refunded;2
3424;20h 32;denied;22
3425;20h 32;approved;182
3426;20h 33;denied;22
3427;20h 33;reversed;3
3428;20h 33;approved;178
3429;20h 34;approved;174
3430;20h 34;denied;14
3431;20h 35;approved;185
3432;20h 35;denied;20
3433;20h 36;denied;17
3434;20h 36;approved;166
3435;20h 37;denied;16
3436;20h 37;reversed;2
3437;20h 37;approved;150
3438;20h 38;approved;150
3439;20h 38;reversed;6
3440;20h 38;denied;22
3441;20h 39;approved;152
3442;20h 39;denied;28
3443;20h 40;approved;164
3444;20h 40;denied;21
3445;20h 41;reversed;12
3446;20h 41;denied;27
3447;20h 41;approved;159
3448;20h 42;denied;23
3449;20h 42;approved;146
3450;20h 42;reversed;2
3451;20h 43;approved;147
3452;20h 43;denied;28
3453;20h 43;refunded;2
3454;20h 44;denied;17
3455;20h 44;approved;177
3456;20h 44;refunded;2
3457;20h 45;denied;15
3458;20h 45;approved;155
3459;20h 45;reversed;4
3460;20h 46;denied;20
3461;20h 46;approved;181
3462;20h 46;reversed;10
3463;20h 47;approved;160
3464;20h 47;denied;17
3465;20h 47;reversed;2
3466;20h 48;reversed;11
3467;20h 48;approved;131
3468;20h 48;denied;16
3469;20h 49;approved;138
3470;20h 49;reversed;7
3471;20h 49;denied;20
3472;20h 49;refunded;1
3473;20h 50;approved;147
3474;20h 50;denied;15
3475;20h 51;denied;24
3476;20h 51;approved;166
3477;20h 51;reversed;8
3478;20h 52;approved;173
3479;20h 52;denied;11
3480;20h 52;reversed;1
3481;20h 53;approved;139
3482;20h 53;denied;15
3483;20h 54;denied;14
3484;20h 54;approved;142
3485;20h 55;approved;147
3486;20h 55;denied;16
3487;20h 55;reversed;2
3488;20h 56;approved;146
3489;20h 56;denied;20
3490;20h 56;reversed;6
3491;20h 57;denied;22
3492;20h 57;approved;163
3493;20h 57;reversed;6
3494;20h 58;denied;15
3495;20h 58;approved;140
3496;20h 59;denied;18
3497;20h 59;approved;149
3498;20h 59;reversed;2
3499;21h 00;approved;153
3500;21h 00;denied;18
3501;21h 00;reversed;5
3502;21h 01;denied;23
3503;21h 01;reversed;10
3504;21h 01;approved;146
3505;21h 02;approved;160
3506;21h 02;reversed;9
3507;21h 02;denied;17
3508;21h 03;denied;15
3509;21h 03;reversed;5
3510;21h 03;approved;151
3511;21h 04;reversed;1
3512;21h 04;approved;129
3513;21h 04;denied;11
3514;21h 05;approved;138
3515;21h 05;denied;23
3516;21h 05;reversed;6
3517;21h 06;denied;12
3518;21h 06;approved;117
3519;21h 06;reversed;4
3520;21h 07;denied;17
3521;21h 07;approved;159
3522;21h 07;reversed;8
3523;21h 08;denied;26
3524;21h 08;reversed;13
3525;21h 08;approved;154
3526;21h 09;approved;159
3527;21h 09;reversed;10
3528;21h 09;refunded;3
3529;21h 09;denied;15
3530;21h 10;denied;16
3531;21h 10;approved;137
3532;21h 11;denied;14
3533;21h 11;reversed;8
3534;21h 11;approved;163
3535;21h 12;denied;16
3536;21h 12;reversed;4
3537;21h 12;approved;136
3538;21h 13;denied;18
3539;21h 13;approved;134
3540;21h 14;approved;154
3541;21h 14;denied;9
3542;21h 15;denied;12
3543;21h 15;approved;134
3544;21h 15;refunded;3
3545;21h 16;denied;12
3546;21h 16;reversed;7
3547;21h 16;approved;118
3548;21h 17;reversed;8
3549;21h 17;approved;154
3550;21h 17;denied;15
3551;21h 18;denied;18
3552;21h 18;approved;165
3553;21h 19;denied;14
3554;21h 19;reversed;6
3555;21h 19;approved;146
3556;21h 20;denied;13
3557;21h 20;reversed;3
3558;21h 20;approved;148
3559;21h 21;approved;147
3560;21h 21;denied;17
3561;21h 21;reversed;7
3562;21h 22;approved;150
3563;21h 22;denied;19
3564;21h 23;refunded;1
3565;21h 23;denied;16
3566;21h 23;reversed;2
3567;21h 23;approved;151
3568;21h 24;reversed;6
3569;21h 24;approved;139
3570;21h 24;denied;6
3571;21h 24;refunded;2
3572;21h 25;backend_reversed;7
3573;21h 25;approved;131
3574;21h 25;denied;17
3575;21h 25;reversed;10
3576;21h 26;denied;15
3577;21h 26;reversed;2
3578;21h 26;approved;125
3579;21h 27;reversed;4
3580;21h 27;denied;12
3581;21h 27;approved;121
3582;21h 28;approved;141
3583;21h 28;denied;16
3584;21h 28;reversed;8
3585;21h 29;approved;147
3586;21h 29;denied;16
3587;21h 30;approved;136
3588;21h 30;denied;8
3589;21h 31;denied;5
3590;21h 31;reversed;8
3591;21h 31;approved;118
3592;21h 32;approved;108
3593;21h 32;denied;8
3594;21h 33;denied;19
3595;21h 33;approved;132
3596;21h 33;refunded;3
3597;21h 34;denied;10
3598;21h 34;approved;140
3599;21h 34;refunded;2
3600;21h 35;denied;12
3601;21h 35;approved;105
3602;21h 36;denied;16
3603;21h 36;approved;103
3604;21h 37;approved;144
3605;21h 37;refunded;1
3606;21h 37;denied;13
3607;21h 38;approved;132
3608;21h 38;denied;19
3609;21h 39;denied;6
3610;21h 39;approved;138
3611;21h 40;approved;128
3612;21h 40;denied;11
3613;21h 41;denied;12
3614;21h 41;reversed;6
3615;21h 41;approved;122
3616;21h 41;refunded;3
3617;21h 42;denied;15
3618;21h 42;approved;97
3619;21h 42;reversed;9
3620;21h 43;denied;21
3621;21h 43;approved;113
3622;21h 44;denied;10
3623;21h 44;reversed;3
3624;21h 44;approved;132
3625;21h 45;approved;94
3626;21h 45;denied;9
3627;21h 46;denied;14
3628;21h 46;reversed;9
3629;21h 46;approved;101
3630;21h 47;denied;9
3631;21h 47;approved;142
3632;21h 48;approved;129
3633;21h 48;reversed;1
3634;21h 48;denied;13
3635;21h 49;approved;95
3636;21h 49;refunded;1
3637;21h 49;denied;10
3638;21h 50;approved;116
3639;21h 50;denied;14
3640;21h 51;approved;149
3641;21h 51;denied;13
3642;21h 51;reversed;10
3643;21h 52;denied;17
3644;21h 52;approved;123
3645;21h 52;reversed;2
3646;21h 53;denied;12
3647;21h 53;approved;143
3648;21h 54;denied;16
3649;21h 54;approved;123
3650;21h 55;denied;17
3651;21h 55;approved;123
3652;21h 56;approved;131
3653;21h 56;denied;22
3654;21h 56;reversed;4
3655;21h 57;approved;102
3656;21h 57;denied;18
3657;21h 58;approved;119
3658;21h 58;denied;25
3659;21h 58;reversed;8
3660;21h 59;approved;113
3661;21h 59;denied;22
3662;22h 00;approved;124
3663;22h 00;denied;11
3664;22h 01;denied;13
3665;22h 01;approved;119
3666;22h 01;reversed;3
3667;22h 02;reversed;8
3668;22h 02;refunded;1
3669;22h 02;approved;111
3670;22h 02;denied;15
3671;22h 03;approved;115
3672;22h 03;denied;15
3673;22h 03;refunded;3
3674;22h 04;denied;10
3675;22h 04;approved;103
3676;22h 05;approved;116
3677;22h 05;denied;17
3678;22h 06;approved;116
3679;22h 06;denied;13
3680;22h 06;reversed;8
3681;22h 07;failed;3
3682;22h 07;approved;124
3683;22h 07;denied;10
3684;22h 08;approved;124
3685;22h 08;denied;14
3686;22h 09;reversed;4
3687;22h 09;denied;11
3688;22h 09;approved;89
3689;22h 10;approved;113
3690;22h 10;denied;19
3691;22h 11;denied;12
3692;22h 11;approved;123
3693;22h 12;denied;20
3694;22h 12;approved;105
3695;22h 13;approved;100
3696;22h 13;denied;19
3697;22h 13;reversed;11
3698;22h 14;approved;111
3699;22h 14;denied;12
3700;22h 14;reversed;2
3701;22h 15;denied;16
3702;22h 15;reversed;3
3703;22h 15;approved;98
3704;22h 16;approved;122
3705;22h 16;denied;19
3706;22h 16;refunded;1
3707;22h 17;denied;19
3708;22h 17;reversed;9
3709;22h 17;approved;120
3710;22h 18;approved;100
3711;22h 18;denied;16
3712;22h 19;approved;101
3713;22h 19;denied;15
3714;22h 19;reversed;9
3715;22h 20;approved;120
3716;22h 20;denied;15
3717;22h 21;denied;14
3718;22h 21;approved;116
3719;22h 21;reversed;5
3720;22h 22;reversed;9
3721;22h 22;approved;118
3722;22h 22;denied;15
3723;22h 23;denied;10
3724;22h 23;approved;89
3725;22h 23;backend_reversed;5
3726;22h 24;reversed;12
3727;22h 24;denied;8
3728;22h 24;approved;95
3729;22h 25;denied;8
3730;22h 25;reversed;5
3731;22h 25;approved;101
3732;22h 26;denied;16
3733;22h 26;approved;83
3734;22h 27;denied;11
3735;22h 27;approved;80
3736;22h 28;approved;85
3737;22h 28;reversed;2
3738;22h 28;denied;14
3739;22h 29;approved;97
3740;22h 29;refunded;3
3741;22h 29;denied;17
3742;22h 30;denied;14
3743;22h 30;approved;100
3744;22h 30;backend_reversed;3
3745;22h 31;approved;106
3746;22h 31;denied;14
3747;22h 32;reversed;3
3748;22h 32;approved;100
3749;22h 32;denied;16
3750;22h 33;reversed;5
3751;22h 33;denied;17
3752;22h 33;approved;91
3753;22h 34;approved;93
3754;22h 34;denied;14
3755;22h 35;denied;15
3756;22h 35;reversed;3
3757;22h 35;approved;108
3758;22h 36;denied;12
3759;22h 36;approved;105
3760;22h 37;approved;88
3761;22h 37;denied;15
3762;22h 38;approved;84
3763;22h 38;denied;18
3764;22h 39;approved;87
3765;22h 39;denied;18
3766;22h 40;approved;83
3767;22h 40;backend_reversed;1
3768;22h 40;denied;10
3769;22h 41;denied;15
3770;22h 41;approved;85
3771;22h 42;approved;87
3772;22h 42;denied;13
3773;22h 43;denied;10
3774;22h 43;approved;91
3775;22h 44;approved;90
3776;22h 44;denied;15
3777;22h 45;denied;15
3778;22h 45;approved;66
3779;22h 46;denied;15
3780;22h 46;approved;93
3781;22h 47;approved;70
3782;22h 47;denied;13
3783;22h 48;approved;87
3784;22h 48;denied;11
3785;22h 49;denied;13
3786;22h 49;approved;84
3787;22h 50;denied;14
3788;22h 50;approved;88
3789;22h 51;approved;99
3790;22h 51;denied;13
3791;22h 52;approved;56
3792;22h 52;denied;7
3793;22h 53;approved;81
3794;22h 53;denied;8
3795;22h 54;denied;16
3796;22h 54;approved;77
3797;22h 55;approved;83
3798;22h 55;denied;11
3799;22h 56;denied;7
3800;22h 56;approved;72
3801;22h 56;reversed;6
3802;22h 57;approved;76
3803;22h 57;denied;12
3804;22h 58;approved;63
3805;22h 58;refunded;2
3806;22h 58;denied;9
3807;22h 59;denied;7
3808;22h 59;approved;71
3809;23h 00;denied;15
3810;23h 00;approved;81
3811;23h 01;denied;12
3812;23h 01;approved;65
3813;23h 02;approved;87
3814;23h 02;denied;7
3815;23h 03;denied;11
3816;23h 03;approved;74
3817;23h 04;approved;66
3818;23h 04;denied;12
3819;23h 05;denied;8
3820;23h 05;approved;87
3821;23h 06;denied;12
3822;23h 06;approved;50
3823;23h 07;approved;80
3824;23h 07;denied;8
3825;23h 08;denied;8
3826;23h 08;approved;64
3827;23h 09;denied;13
3828;23h 09;approved;64
3829;23h 10;denied;13
3830;23h 10;approved;48
3831;23h 10;reversed;3
3832;23h 11;approved;86
3833;23h 11;denied;8
3834;23h 12;approved;72
3835;23h 12;denied;10
3836;23h 12;refunded;1
3837;23h 13;denied;14
3838;23h 13;approved;69
3839;23h 14;denied;10
3840;23h 14;approved;74
3841;23h 15;approved;60
3842;23h 15;denied;10
3843;23h 16;denied;12
3844;23h 16;approved;63
3845;23h 17;denied;14
3846;23h 17;reversed;5
3847;23h 17;approved;57
3848;23h 18;denied;8
3849;23h 18;approved;76
3850;23h 19;denied;7
3851;23h 19;approved;73
3852;23h 20;denied;8
3853;23h 20;approved;56
3854;23h 20;backend_reversed;7
3855;23h 20;reversed;4
3856;23h 21;denied;9
3857;23h 21;backend_reversed;7
3858;23h 21;approved;73
3859;23h 22;approved;93
3860;23h 22;denied;12
3861;23h 22;backend_reversed;1
3862;23h 22;reversed;5
3863;23h 23;denied;14
3864;23h 23;approved;49
3865;23h 23;backend_reversed;5
3866;23h 24;reversed;3
3867;23h 24;approved;62
3868;23h 24;denied;13
3869;23h 25;approved;68
3870;23h 25;denied;16
3871;23h 26;denied;14
3872;23h 26;approved;54
3873;23h 27;approved;59
3874;23h 27;denied;12
3875;23h 28;approved;58
3876;23h 28;denied;10
3877;23h 29;approved;63
3878;23h 29;denied;3
3879;23h 30;denied;4
3880;23h 30;approved;67
3881;23h 31;denied;7
3882;23h 31;approved;48
3883;23h 32;denied;9
3884;23h 32;approved;67
3885;23h 33;approved;64
3886;23h 33;denied;11
3887;23h 34;approved;47
3888;23h 34;denied;5
3889;23h 35;denied;9
3890;23h 35;approved;46
3891;23h 36;denied;9
3892;23h 36;approved;51
3893;23h 37;denied;6
3894;23h 37;approved;44
3895;23h 38;approved;34
3896;23h 38;denied;4
3897;23h 38;reversed;11
3898;23h 39;approved;44
3899;23h 39;denied;10
3900;23h 40;denied;3
3901;23h 40;approved;51
3902;23h 41;denied;6
3903;23h 41;approved;32
3904;23h 42;denied;7
3905;23h 42;approved;34
3906;23h 43;denied;7
3907;23h 43;approved;53
3908;23h 43;reversed;5
3909;23h 44;approved;45
3910;23h 44;denied;9
3911;23h 45;denied;9
3912;23h 45;approved;67
3913;23h 46;denied;3
3914;23h 46;approved;29
3915;23h 47;approved;48
3916;23h 47;denied;5
3917;23h 48;denied;8
3918;23h 48;approved;74
3919;23h 49;approved;58
3920;23h 49;denied;11
3921;23h 50;approved;41
3922;23h 50;denied;11
3923;23h 50;reversed;11
3924;23h 51;denied;9
3925;23h 51;approved;47
3926;23h 52;approved;44
3927;23h 52;denied;10
3928;23h 53;approved;59
3929;23h 53;denied;9
3930;23h 53;refunded;1
3931;23h 54;approved;40
3932;23h 54;refunded;1
3933;23h 54;denied;4
3934;23h 55;approved;50
3935;23h 55;denied;12
3936;23h 56;denied;10
3937;23h 56;approved;63
3938;23h 57;approved;50
3939;23h 57;denied;14
3940;23h 58;denied;5
3941;23h 58;approved;47
3942;23h 59;denied;10
3943;23h 59;approved;66
